,word_count
Next Year_Foo Fighters_1999,185
Nie Wieder (Live Version)_Pyranja_2006,606
Nie Wieder (Toktok RMX)_Pyranja_2006,606
Niggas Die 4 Me_Drag-On  DMX_2000,388
Night And Day_Oscar Peterson Trio_2006,661
Night Falls (The Weight Of It)_Strata_2007,137
Night is the Notion_Dax Riggs_2007,65
Night Life_Charlie McCoy_1991,91
Night Terrors (Album Version)_Static-X_2005,160
Night Time Blues_Ma Rainey_2005,161
Ninety Miles An Hour_John Berry_1994,181
Ninja Mental_Illya Kuryaki And The Valderramas_1996,139
Ninja Tattoo_Shanadoo_2006,41
No 6 The Coombe_The Chieftains_1977,1
No Angel (radioalbum)_Milk Inc_2006,79
No Answer (Outro)_Lollipop Lust Kill_2002,45
No Buts - No Maybes_Professor Longhair_1993,32
No City - Instrumental_Aesop Rock_2008,1
No Comprimise_ No Regrets_Hanoi Rocks_2005,166
No Control_Eddie_1982,152
No Escapin' This_Beatnuts_2001,305
No Good In Goodbye_Jason Michael Carroll_2007,116
No Hace Falta Que Lo Digas_Alejandro Lerner_1984,109
No Hay Manera_El Gran Combo De Puerto Rico_2006,171
No Love No Nothing_Marlene Dietrich_2013,126
No Love To Give (LP Version)_The Rascals_2004,319
No Matter How She Done It_Tampa Red_1932,124
No Me Acuerdo_Alejandro Lerner_2007,109
No me imagino_Fran Perea_2005,93
No Next Time_Ten Wheel Drive_1971,231
No One Hears You_Agnostic Front_2004,91
No Ordinary Love (Remastered LP Version)_Deftones_2005,216
No Quarter_Crowbar_1995,110
No Quieras Marcharte_Los Chichos_1984,131
No Regrets_Gob_2001,117
No Reply (Demo)_Buzzcocks_2008,124
No Safe Place_Pursuit Of Happiness_1990,177
No Se Lo Que Me Da_Los Iracundos_0,102
No Stopping Us [Eagles Ballroom Live Version]_Jason Mraz_2002,188
No Sympathy For Fools_Behemoth_2002,116
No Te Apartes De Mi_Yahir_2013,120
No Volveras A Mi_KALIMBA_2007,103
No You Girls_Franz Ferdinand_2009,160
Noche De Paz_SUMO_1987,79
Noche Eterna_Beto y sus Canarios_0,116
Noches Arabes_Los Fabulosos Cadillacs_1986,1
Noites Cariocas (Minhas Noites Sem Sono)_Gal Costa_2002,232
Nonfiction_The Black Crowes_1994,133
Nos plus belles annÃ©es_Miossec_2009,116
Nossa DanÃ§a_Nana Caymmi_1979,34
Not Buried Deep Enough_The Gone Jackals_1995,153
Not Right (Remastered LP Version)_The Stooges_1997,61
Not Today_Hotwire_2003,148
Nothin' On You [feat Bruno Mars] (Album Version)_BoB_2010,2138
Nothing But The Best_White Heart_1993,146
Nothing In Rambling_Memphis Minnie_1995,152
Nothing Matters Anymore_Showbread_2009,379
Nothing To Hold Me_Jesus Jones_1990,191
Nothing To Lose_Boondox_2010,406
Nothing To You_Milk Inc_2003,142
Nothing's The Same (2002 Digital Remaster)_Gary Moore_1992,110
Nothing's The Same_Gary Moore_1992,110
Novakane_Black Sheep_2006,675
November Has Come_Gorillaz_2005,303
Now I Got A Woman_John Mayall_2007,133
Now It's My Turn (Aqualite Mix)_Berlin_2004,173
Now We Know_Sugar Minott_2007,346
Nowhere To Run_Michael McDonald_2004,174
No_Hot Chip_2007,115
Nude With Boots_Melvins_2008,49
Numba 1 (Tide Is High)_Kardinal Offishall  Keri Hilson_2008,361
Number Nine (LP Version)_Richard Lloyd_1979,153
Nunca Sabras_KALIMBA_2007,93
Nuoruusmuistoja_Erkki Junkkarinen_2002,93
Nuovi Re pt I I (feat Tek money - Lady Tambler)_Inoki_2007,313
O Brother_Monty Are I_2006,154
O Hiroteros Ehthros Mou_Peggy Zina_2009,0
O Morro (Live At El Matador_ San Francisco)_Sergio Mendes_1965,248
OAKtown_Casual_2004,681
Objection (Tango)_Shakira_2001,264
Oblivious Darkness_Astarte_2002,137
Obvious ( LP Version )_Jane's Addiction_1990,107
Occasional Rain_Terry Callier_1972,99
Ocean Drive_Lighthouse Family_1995,162
Ocean Size (Album Version)_Goldfinger_2005,188
October_U2_1981,22
Of Myth And Men (Album Version)_Red I Flight_2008,104
Oh Doctor_Luis Alberto Spinetta_1994,69
Oh It's You_Super Cat_1992,639
Oh My God_Sticky Fingaz_2000,513
Oh No_Daniel Johnston_1984,57
Oh Serena_The Distillers_2000,120
Oh What A Feeling_Everly Brothers_2017,51
Oi Oi Oi_Cockney Rejects_1997,265
Ol' Frank_George Jones_1986,196
Ol' Mother Earth (Album Version)_Tony Joe White_1993,117
Old Gobbler the Hound Dog_Johnny Horton_1998,137
Old Memory_Ashton Shepherd_2008,135
Old Shep_Red Foley_1936,170
Old Times Sake_Shelby Lynne_2005,172
Olive Oil_Happy Mondays_1987,126
On Bended Knee_Boyz II Men_1994,353
On Efface_Julie Zenatti_2004,87
On Independence Day_Anti-Flag_2009,174
On Misty Pathways_Mithotyn_1998,77
On My Feet Again_Utopia_1971,227
On My Own (LP Version)_Debra Laws_2016,135
On Tha Rox_King Tee_1993,255
On The Boards_Taste_1970,72
On The Brink_Dinosaur Jr_1994,128
On The Other Hand (Album Version)_Randy Travis_1986,130
On The Other Hand (Remastered Album Version)_Randy Travis_2001,130
On The Rhyme (Featuring DJ Pete Miser)_Pete Miser_1996,324
On The Road Again_Aerosmith_1991,155
On The Road Again_The Sonics_1967,112
On The Wing_Owl City_2008,282
Once a Year_Beenie Man_1998,384
Once I Had A Woman_Jimi Hendrix_1975,88
Once_Del Horno_2009,328
One Fine Day_THE CHIFFONS_1963,119
One Hour Empire_Broadcast_2003,1
One I Love_Coldplay_2002,115
One King (Album Version)_David Phelps_2008,165
One More Chance_Bloc Party_2009,93
One More Go Round_James Taylor_1991,177
One More Night_Phil Collins_1985,256
One More Ride (Digitally Remastered)_Johnny Cash_2005,181
One More Time (Kennedy Center Homecoming Version)_The Katinas_1999,110
One Night Alone_Vixen_1988,182
One Of Our Submarines_Thomas Dolby_1982,155
One Person At A Time_Jonny Lang_2006,127
One Scotch_ One Bourbon_ One Beer_Champion Jack Dupree_1984,208
One Shine_The Roots_1996,6
One the road (to Damnation)_It Dies Today_2006,196
One Woman Man_Dave Hollister_2001,187
One Year_ Six Months_Yellowcard_2003,128
Only Lonely_Bon Jovi_1985,206
Only Me_Charlie Rich_2000,178
Only One You_TG Sheppard_2002,209
Only When I'm Drunk_Tha Alkaholiks_1993,508
Only You_Ayo_2006,138
Only You_Nana Mouskouri_1997,108
Onni_Irwin Goodman_1978,130
Ooh Baby (feat Lil Bandit & Royal T)_Mr Sancho_2009,416
Ooh Wee Baby_Doyle Bramhall_2007,106
OopsI Did It Again_Britney Spears_2000,276
Open Arms_Gary Go_2009,246
Opus a Satana (Part 2)_Emperor_1997,23
Orgofart_Descendents_1986,120
Origins And Endings_Winds Of Plague_2008,110
OrmhÃ¤xan_Finntroll_2007,181
OT (Skit)_Cam'Ron_2004,69
Other Side of You_DJ Harry_2004,16
Otra Parte De Mi (1997 Digital Remaster)_Aleks Syntek_1997,108
Otra vez_Abracadabra_2001,148
Our Darkest Days_Eighteen Visions_2006,135
Our Sand_Vusi Mahlasela_2007,109
Ouragan_Oldelaf et Monsieur D_2006,159
Ouroboros_Dax Riggs_2009,60
Out In The Street (Live In Cleveland_ Ohio)_UFO_1992,121
Out In The Street (Live) (2008 Digital Remaster)_UFO_1992,121
Out in the Streets_The Shangri-Las_1965,186
Out In The Street_UFO_1992,121
Out In The Woods_Leon Russell_1976,206
Out Of My Darkness_Legacy Five_2009,95
Out Of The Blue_Tommy James And The Shondells_1989,175
Out Of The Danger Zone (Degarmo And Key Album Version)_DeGarmo and Key_1987,203
Out Of This World_Black Flag_1985,286
OUTE ENA EFHARISTO_Despina Vandi_2008,0
Outro_Attack Attack_1997,1
Outro_Rakim_1997,171
Outro_Through the Eyes of the Dead_2005,1
Outside_Mariah Carey_1997,176
Outta Control_50 Cent  Mobb Deep_2005,546
Ouverture_Stern_1978,81
Over Again (Album Version)_Cavo_2009,229
Over The Edge_Akon_2008,303
Over You (feat Joyo Velarde_ prod DJ Shadow)_Lyrics Born_2005,330
Overdrive_Foo Fighters_2002,245
Oversleeping_themselves_2009,450
Owner Of My Heart (Album Version)_Sasha_2000,208
Oye_Gertrudis_2005,169
Pacific Coast Remix_DJ Quik_2005,526
Packed Up And Took My Mind_Little Milton_1975,142
Paid Vacation_Circle Jerks_1980,131
Paint It Black_Chris Farlowe_1966,143
Palabras De Amor(En Vivo)_La Portuaria_1997,108
Palavras_Nana Caymmi_1979,60
Panama (Album Version)_Van Halen_1999,150
Panama (Remastered Album Version)_Van Halen_1999,150
Panda Bear_Owl City_2007,113
Pantera Fans In Love_Nerf Herder_2000,244
Pants_ Meet Shit_Daughters_2003,37
Papa Don't Preach_Madonna_1986,243
Papa Legba (2005 Digital Remaster)_Talking Heads_1986,190
Paper Aeroplane (Live From 'Drastic Fantastic' Tour)_KT Tunstall_2007,115
Paper Thin_Leona Naess_2000,123
Paper Tigers (acoustic version)_Tom Cochrane_1997,224
Papi Chulo (Extended Mix)_Lorna_2002,292
Paradise_Sade_1988,101
Parallel Universe (Album Version)_Red Hot Chili Peppers_1999,143
Paralyzed_The Cardigans_1998,155
Parasitic Twins_The Dillinger Escape Plan_2010,178
Parchman Farm (LP Version)_Cactus_1970,75
Parchman Farm_Hot Tuna_2004,74
Pariah_Cursed_2003,89
Parola di faliero_Inoki_2007,86
Part Of Me (LP Version)_Vonray_2003,128
Party In The Burbs_John Brown_0,663
Party In The Sky_Inspiral Carpets_1994,179
Party Time_45 Grave_1989,131
Party_Rodney O and Joe Cooley_2002,318
Pasa el tiempo_Yahir_2004,146
Pass Me Not (LP Version)_Fernando Ortega_2003,71
Pass The Puck_Two Man Advantage_2000,23
Passin' Me By_The Pharcyde_1993,582
Passin' The Faith Along_Gaither Vocal Band_2001,260
Passover_Joy Division_1980,158
Pathfinders_Elvenking_2004,263
Patricia_Mighty Mighty Bosstones_1989,226
Paul_Eminem_1999,46
PDA_Backstreet Boys_2009,219
Peaceful World_John Mellencamp_2001,259
Peaches (Fear of Theydon remix)_Dub Pistols feat Rodney P and Terry Hall_2007,186
Pegadito_Tommy Torres_2008,104
Pennies From Heaven_Dean Martin_1997,62
People Like New (LP Version)_Seven Mary Three_1997,71
People Make The World_The Box Tops_1967,141
People Never Give Up_Curtis Mayfield_1980,91
Peppermint Patty (LP Version)_Vince Guaraldi_2003,1
Per Colpa Tua_Noemi_2010,163
Perfect Moment_Darden Smith_2002,180
Perfect Motion_Sunscreem_1992,116
Perfect Peace_Twila Paris_2001,103
Perfection Design_Amoral_2009,141
Performance (Remastered)_Happy Mondays_1988,140
Permanently Lonely_Billie Jo Spears_2010,89
Persiana Americana (Live)_Soda Stereo_1987,153
Persuasion_Santana_1997,91
Phantoms In The Mirror_WASP_1992,246
Phillippe_James Newton Howard_1981,1
Phone Booth_The Robert Cray Band_1983,98
Phorever People_Shamen_1992,347
Photographs_James Newton Howard_1999,1
Pianolude_Usher_1999,75
Pick Me Up On Your Way Down_Martina McBride_2005,105
Pictures To Prove It_The Mighty Mighty Bosstones_1994,248
Piece Of Mine_Be Bop Deluxe_1977,122
Piece Of My Heart_Janis Joplin_1972,282
Pienso En Ti_Shakira_1995,46
Pinini Reggae_SUMO_1989,186
Pink World_Planet P Project_1984,136
Pinned To The Ground (album version)_Buzzhorn_2002,139
Piranha_Bumblefoot_2008,94
Pitch In OnA Party_DJ Quik_2000,420
Planetary Takeover_Snowgoons_2009,397
Plans (Cover Version - Original by Grizzly Bear)_Band Of Horses_0,51
Plasma (Album Version)_Sinch_2002,136
Plastic People_Four Tet_2010,1
Platoon Goons_Snowgoons_2009,400
Play That Beat_X-ecutioners_2001,506
Play The Part_Eyes Set to Kill_2010,212
Playboy Theme_Bob Wills_1994,147
Playboy_Teena Marie_1983,275
Playgirl's Love_The Five Stairsteps_1967,162
Play_Jennifer Lopez_2001,349
Please Baby Blues_Little Junior Parker_1972,117
Please Come Out Tonight_Phil Collins_1993,204
Please Hammer Don't Hurt 'Em_Evergreen Terrace_2002,65
Please Heart_ You're Killing Me_Eleanor McEvoy_1996,148
Please Listen To My Demo_EPMD_1989,382
Please Love Me_BB King_1956,114
Please Me (24-Bit Digitally Remastered 02)_Grand Funk_1992,111
Please Remember Me_BB King_2003,157
Please Send Me Someone To Love_Percy Mayfield_1950,183
Plejersko ponasanje_Beogradski Sindikat_2002,0
Pocket Calculator (2009 Digital Remaster)_Kraftwerk_1991,64
Pocket Full Of Stars_Diesel Boy_2001,90
Pode Me Chamar_Eddie_2007,77
Poem To A Horse_Shakira_2001,241
Point And Shoot (Demo)_Pepper_2007,184
Poisonous (Edited) (Feat Devin The Dude)_Dilated Peoples Featuring Devin The Dude_2004,400
Poker Face_Lady GaGa_2008,390
Police Opression_Bruisers_0,182
Police Story_Black Flag_1981,75
Polly_Nirvana_1993,178
Polyester_Maximilian Hecker_2001,88
Pon De Floor_Major Lazer  Vybz Kartel  Afrojack_2009,118
Poor Tom (Album Version)_Led Zeppelin_1982,236
Pop A Cap In Yo' Ass_Ben Watt feat Estelle_2005,344
Popovic_Mando Diao_2006,277
Poppin' Them Thangs_G-Unit_2003,577
Por Arriesgarnos_Jennifer Lopez_2007,104
Por La Calle Abajo_Los Chunguitos_2000,114
Porque Me Gusta A Morir_Isabel Pantoja_1993,80
Porque Nos Queremos_Los Chichos_1987,133
Porque Yo Te Amo_Leonardo Favio_1989,78
Pose No Threat_Lunasicc_1997,587
Position_Terror Fabulous_1995,491
Posterchild for Tragedy_Sugarbomb_2001,121
Posters_Five Fingers of Funk_1995,460
Pour Jane (Live Acoustique)_Cali_2005,140
Pray On_Babbie Mason_2010,223
Prayer For The Dying (Album Version)_Seal_1994,206
Prayer For The Dying (Live In Paris)_Seal_2005,206
Praying For Time_George Michael_1990,238
PrecÃ­s_Casual_2008,164
Preparation_Vangelis_2004,1
Prequel To The Sequel (Album Version)_Between The Buried And Me_2007,373
Pretend_Shelby Lynne_2008,129
Pretty Girl (Amended Version)_No Address_2005,75
Pretty Please Me_Dickies_1986,100
Pretty Smiles & Shattered Teeth_Soilent Green_2005,337
Pretty Vacant_Sex Pistols_1977,142
Pretty Woman (LP Version)_The Paul Butterfield Blues Band_1971,142
Price I Pay_Jane's Addiction_2003,179
Price Of The Fire_John Stewart_2009,136
Primary_The Cure_1981,156
Primordial Breath_Eluveitie_2008,176
Princess Black_Sizzla_1997,552
Printemps_Les Ogres De Barback_1999,131
Print_Jacob Young_1976,96
Private Dancer_Heavy D_2008,436
Privilege of Evil (From the Privilege of Evil EP)_Amorphis_1993,45
Problem Solver_Valient Thorr_2006,246
Problems_Mil featuring Petey Pablo_2001,435
Procession_Vangelis_1990,30
Profecias_Vox Dei_1971,70
Programmed to Consume_Abysmal Dawn_2008,163
Proibida Pra Mim (Grazon)_Zeca Baleiro_2000,98
Prolog auf Erden_Equilibrium_2008,23
Proud mary_Creedence Clearwater Revisited_1998,136
Proud_Korn_1996,147
Prove Something (explicit album version)_Fat Joe_2002,414
Psalm 27_Donnie McClurkin_2000,305
Psychopath_Lizzy Borden_1985,126
Pub Pusher_Republica_1998,131
Punk Rocker '97_Special Duties_1995,76
Pure Hatred_The Berzerker_2002,87
Puritania_Dimmu Borgir_2001,80
Push It_Salt-N-Pepa_1988,248
Push Push_Kat Deluna  Akon_2010,219
Pushbike Song_Mungo Jerry_2001,158
Pushing Me Away (Album Version)_Linkin Park_2000,258
Que Arribi L'Estiu_Dijous Paella_2005,227
Que Devient Ton Poing Quand Tu Tends Les Doigts_Miossec_1995,178
Que Si_ Que No_Jody Bernal_2000,89
Que Vas A Hacer_Daddy Yankee  May-Be_2004,108
Que Viva El Amor_Flor Silvestre_0,111
Que Vuelvas_Shakira_1998,229
Queen Of The Hours (2001 Digital Remaster)_Electric Light Orchestra_2012,136
Question Authority_Circle Jerks_1982,92
Quiero_Carlos Ponce_2002,194
Quiero_Juana Molina_2003,70
Rachel's retribution_Anne Dudley_2006,1
Radar For Love_Kiss_1985,208
Radiation Blues_Dax Riggs_2007,119
Rafaniello_99 Posse_1992,321
Raggy Road_Capleton_1997,504
Ragoo_Kings Of Leon_2007,156
Raha ratkaisee_Irwin Goodman_1966,65
Rain And Snow_Pentangle_1973,115
Rain Down On Me_Kane_2001,214
Rain Love_Al Denson_1999,212
Rainbow '65 (part 2) - Live_Gene Chandler_1996,298
Rainbow Eyes_Rainbow_1978,109
Raining On Our Love_Shania Twain_1995,215
Raining Revolution (Live) (Unplugged)_ARRESTED DEVELOPMENT_1993,314
Raise Your Hands_Bon Jovi_1986,142
Raise Your Hand_Janis Joplin_1988,188
Rapture (Us Disco Version) (1999 Digital Remaster)_Blondie_1981,292
Rattlesnake_A Static Lullaby_2008,141
Rave On (Live 1982)_Marshall Crenshaw_2000,131
Raw Power_Iggy And The Stooges_1996,250
Razor_Foo Fighters_2005,95
Ready For Love_Kelly Sweet_2007,178
Ready For The Floor (Radio Edit)_Hot Chip_2008,234
Ready Now_Bukue One_0,393
Real Love_The Smashing Pumpkins_2000,180
Real McKoy Feat Busy Signal_Mavado_2007,633
Real People (Cybernetic Dub)_Apache Indian_1997,447
Real World_Snowgoons_2007,471
REALIZATION,0
Realizer_The Crystal Method_2004,11
Real_ Real_ Real (BBC In Concert)_Jesus Jones_1990,186
Reason_Novembre_2006,155
Rebel Music_Wyclef Jean featuring Prodigy of Mobb Deep_2003,465
Rebelion_Juanes_2008,85
Reborn (Explicit)_Drowning Pool_2007,204
RECKLESS_This Is Hell_2008,106
Recordar Es Vivir_El Gran Silencio_2002,186
Red (Main Version)_Motograter_2003,157
Red Balloon_We Show Up On Radar_0,51
Red Orange Yellow_Photo Atlas_2007,148
Red Sky_Thrice_2005,140
Red Socks Pugie_Foals_2008,155
Red Umbrella (Album Version)_Faith Hill_2007,202
Redwing_Hem_2004,160
Red_Zebra_1999,123
Reefer Head Woman_Aerosmith_1979,118
Refuge_Matisyahu_2004,190
Regarde Un Peu La France_Miossec_1995,120
Regresa A Mi (Unbreak My Heart)_Yuridia_2006,105
Release Me_Don Gibson_1960,0
Release_LORE_2012,147
Remember (The Beauty Of Simplicity Album Version)_Telecast_2003,96
Remember (Walkin' In the Sand)_The Shangri-Las_1964,118
Remember Me Lover (Album Version)_Porcupine Tree_2009,211
Reminisce For A While (Sung With Raul Malo)_Neil Diamond_1996,146
Rendezvous - Ich hab' Dich seit langem nicht gesehen_Jawoll_1990,164
Rescue Me_Fontella Bass_1965,183
Respect This Hustle (Explicit Album Version)_TI_2007,564
Resurrection Man_Heaven 17_1996,253
Rette Mich SpÃ¤ter (Michael Ilbert Radio Mix)_2raumwohnung_2010,229
Reuben James_Kenny Rogers_1993,255
Reunion_Bobbie Gentry_1968,420
Revelations,0
Revolution Action_Atari Teenage Riot_1999,288
Rice Dream Girl_Casiotone For The Painfully Alone_1999,94
Ricky Ticky Toc_Eminem_2004,425
Ride On Time (Original Version)_Black Box_1989,206
Ride Ranger Ride_Roy Rogers_1999,105
Ride Wit Me_T-Bone_2001,327
Rider 4 Real_G Unit ft 50 Cent_ Lloyd Banks and Tony Yayo_0,656
Right Now_Korn_2003,272
Right to Work (Live)_Chelsea_1991,143
Right To Work_Chelsea_1977,143
Righteous Disgrace_Don Francisco_1991,215
Ring The Alarm_Naughty By Nature_1999,352
Riot Squad (1991 Digital Remaster)_Bad Brains_1983,34
Ripped Pants_Spongebob Squarepants_2005,128
Rise & Shine_The Cardigans_1994,159
Risen From Within_Astarte_2000,207
River Is Waiting_Irma Thomas_2008,86
Road Warrior's Lament_Kris Kristofferson_1995,84
Roadhouse Blues (Live In Detroit) (LP Version)_The Doors_1991,193
Rock & Roll Renegade_The Frantic_2007,147
Rock America_Danger Danger_1989,231
Rock Biter (Album Version)_Red I Flight_2008,62
Rock Bottom_House Of Lords_2006,211
Rock CoKane Flow_De La Soul  MF Doom_2004,496
Rock Island Blues_Furry Lewis_1927,143
Rock Me (Live In Boston_ 1970) (1st Show)_The Doors_2011,119
Rock Me Baby_Freddie King_1980,113
Rock Me_Santana_2016,28
Rock N Roll_Remi Nicole_2007,279
Rock Of Gibraltar_Nick Cave and The Bad Seeds_2003,138
Rock On The Radio_Firehouse_1990,85
Rock Star_Agnostic Front_1999,84
Rock Steady_Bad Company_1974,152
Rock Tha Party_Bombay Rockers_2004,272
Rock The House (Explicit)_Gorillaz_2001,483
Rock The House (Radio Edit)_Gorillaz_2001,483
Rock The Night_Hellsongs_2008,146
Rock the Spot_Blackalicious_1999,575
Rocket_The Smashing Pumpkins_1993,2234
Rockin' Every Night (Live)_Gary Moore_2005,207
Rocks Off_The Rolling Stones_1972,325
Role Model_Steel Pulse_1997,236
Roll Old Jeremiah_The Black Crowes_2009,179
Roller Derby_Leon Russell_2016,256
Rollercoaster Ride_Aaron Watson_2008,166
Rollercoasting_Helen Love_1994,140
Rollin' and Tumblin'_RL Burnside_2001,86
Rolo Le Baroudeur_Julien Clerc_1971,158
Roman Empire_Pod_2008,108
Romantic Rights (Jesper Dahlback Remix)_Death From Above 1979_2004,122
Romantic Rights_Death From Above 1979_2004,122
Romeo's Exile_Liam O'Flynn_1995,1
Room 13_Black Flag_1981,124
Rosa Rio_Jim Reeves_2000,168
Rosalita (Come Out Tonight)_Bruce Springsteen_1973,472
Roses_Silverchair_1997,40
Rotate_Capone-N-Noreaga feat Busta Rhymes and Ron Browz_2009,625
Roter Rolls Royce_Ideal_1980,180
Rotten Apples_The Smashing Pumpkins_1995,142
Rowena_Loudon Wainwright III_2009,137
Rue de Nantes_Oldelaf et Monsieur D_2006,309
Rumba De Barcelona_Los Manolos_1993,178
Rumour (Abstract Hip Hop Mix)_bel canto_1996,40
Run A Mile_The Pineapple Thief_2006,53
Runaround (Live Version)_Van Halen_1991,252
Runaway Train (LP Version)_Geddy Lee_2000,157
Runnin' Away_Eddie Money_1983,169
Running On The Rocks_Shriekback_1986,308
Run_Lighthouse Family_2001,88
Sabotage_Cancer Bats_2010,163
Saca La Botella_Sonora Santanera_1961,413
Sachmagehtsnoch_Dendemann_2006,426
Sacred_Moonspell_1997,104
Sacrifice for the Slaughtergod_Skeletonwitch_2007,86
Sadness_Mavado_2007,430
Safe Sex_Erick Sermon_1993,312
Safety Net (Album Version)_Moros Eros_2007,152
Sag es sag es feat Neo_Samy Deluxe_2006,541
Sag Ihnen Bescheid_Headliners_2005,583
Sahti Waari_Turisas_2004,48
Said You'd Be_The Panic Channel_2006,107
Salamanders In The Sun_Steve Vai_1984,1
Salario Garantito (Versione Strumentale)_99 Posse_1992,341
Sally Can't Dance_Lou Reed_1974,314
Sally In the Garden_Kathy Mattea_2008,225
Salva Mea_Faithless_1995,165
Salzanitos_Juan Carlos Baglietto_1985,140
Sam und Bo_ NEO_Samy Deluxe_2005,471
Same Old Song And Dance_Aerosmith_1974,204
Same Old Song_Kris Kristofferson_1974,209
Same Old Thing_Albert Collins_1993,348
San Cristobal_Dusminguet_2001,59
Sanctify Yourself (Extended Remix)_Simple Minds_1985,204
Sanctuary_Sick Of It All_1999,130
Sangre americana_Bacilos_2004,169
Sarah Yellin'_3 Doors Down_2002,189
Satellite Of Love (Album Version)_Porno For Pyros_1999,96
Saturday Love_Alexander O'Neal_2008,377
Saturday Night's Alright (For Fighting)_Nickelback featuring Kid Rock_2003,278
Save Me (Rolling Stone Original Version)_Unwritten Law_2005,229
Save My Soul (Cypher UK Radio Edit)_Kristine W_2004,354
Saved (LP Version)_Chris Rodriguez_2007,165
Saved_9th Wonder_2007,296
Savin' Me_Nickelback_2005,236
Savu hÃ¤lvenee_Kaija Koo_1998,91
Say A Little Prayer_Mary Black_2001,142
Say Goodbye_Barry Manilow_2006,205
Say Hello_April Wine_1979,110
Say How I Feel_Rhian Benson_2004,163
Say Something [featuring Jean Grae] (Album Version)_Talib Kweli_2007,585
Say What_Chris Standring_2003,376
Say Yeah_Capleton_2005,801
Say Your Prayers_Gang Starr_1991,130
Scandalon_Michael Card_1985,138
Scars and Souvenirs Intro_Max Stalling_2000,90
Scenario_A Tribe Called Quest_1991,674
Schitzo_brokeNCYDE_2008,379
School Spirit Skit 2_Kanye West_2003,134
School_Nirvana_1993,101
Scientas_Shamen_1992,1
Scotch and Soda_Kingston Trio_1991,95
Scream On Em_The Game_2006,499
Screen Kiss_Thomas Dolby_1984,239
Se Viene_Bersuit Vergarabat_1998,70
Search For Jenny_Francis Lai_1970,1
Searching For Home_Skrape_2003,106
Searching_Buju Banton_1993,504
Sebastian_Daylight Torn_2001,108
Second Chances feat Bilal & Darien Brockington_Little Brother_2010,390
Second Time Around_Rickie Lee Jones_1991,121
Secret Handshakes_The Ataris_2006,128
Secret Lovers (Featuring Mica Paris)_Alexander O'Neal_2008,193
Secret Smile_Semisonic_1998,105
See My Friends_Ray Davies_1998,108
See That Girl_Righteous Brothers_1965,120
See The Big Man Cry_Charlie Louvin_1965,126
See The Lights (2002 Digital Remaster)_Simple Minds_1991,141
See The Light_The Jeff Healey Band_1988,144
See What Tomorrow Brings_Arc Angels_1992,153
See You Later Alligator_Zachary Richard_1988,175
See You On The Other Side_Ben Sidran_1977,192
Seed_Paloalto_2003,97
Seek 300_Information Society_1997,115
Sencillamente_Bersuit Vergarabat_2005,149
Send Me An Angel_Zeromancer_2001,178
Send Me The Pillow You Dream On_Hank Locklin_1960,99
Sending A Message_Colin James_2003,143
Sensations_Bravehearts_2003,337
Sensory Deprivation Adventure_From Autumn To Ashes_2007,165
Sent By Angels_Arc Angels_1992,85
Sept Coeurs_Line Renaud_1994,0
Serenata_Tranzas_2001,141
Serve The Ego (Hani Num Dub)_Jewel_2002,128
Servin' Tha Fiends_Bone Thugs-N-Harmony_2000,679
Set The World On Fire_Britt Nicole_2007,169
Set You Free This Time_Gene Clark_1998,181
Setting Fire to Sleeping Giants_The Dillinger Escape Plan_2004,216
Seven Drunken Nights_Ronnie Drew_0,340
Seventeen (Digitally Remastered)_The Fontane Sisters_1991,142
Seventeen_Sex Pistols_1977,73
Seventy Times Seven (LP Version)_David Meece_1986,164
Severed (demo) (Album Version)_Chimaira_2010,52
Sex (French Version)_Elli Kokkinou_2005,0
Sexo_ Pudor Y LÃ¡grimas (Drum & Bass Mix)_Aleks Syntek_1999,88
Sexy Ladies_Justin Timberlake_2006,484
Sex_Bow Wow Wow_1982,295
Sfm_Basement Jaxx_2001,100
Shadow After Dark_Ana Popovic_2007,112
Shadows That Move_Mastodon_2001,22
Shadows_DJ Harry_2004,16
Shadow_Warren Barfield_2006,113
Shadrach (2009 Digital Remaster)_Beastie Boys_1989,437
Shadrach_Beastie Boys_1989,437
Shake Some Action_Cracker_1995,88
Shake_Cam'Ron  JR Writer_2004,409
Shameful (LP Version)_Atreyu_2006,294
Shameless_All Time Low_2007,234
Shame_Anna Abreu_2007,193
Shape Of My Heart_Backstreet Boys_2000,210
Shattered Life_Seventh Day Slumber_2005,102
She Blinded Me With Science_Thomas Dolby_1982,171
She Came Along To Me (LP Version)_Billy Bragg and Wilco_1998,170
She Can't Burn Me Now_The Del McCoury Band_2005,131
She cracked_Modern Lovers_1976,136
She Fell Away (2009 Digital Remaster)_Nick Cave and The Bad Seeds_1992,131
She Is_The Fray_2005,207
She Runs_Jimmy Wayne_2003,137
She Spoke 2 Me ( Extended Remix LP Version)_Prince_1996,156
She Will Be Loved_Maroon 5_2002,263
She Will Love You (Album Version)_Aiden_2007,180
She's About A Mover_Sir Douglas Quintet_1965,127
She's All I Ever Had_Ricky Martin_1999,207
She's Left Me Again_The Del McCoury Band_2001,255
She's So Tough_Mink DeVille_1977,105
She's So Young_Pursuit Of Happiness_1988,180
She's Taken A Shine_John Berry_1996,154
Shed So Many Tears_Johnny Winter_1984,84
Shelter Your Needs_Juliette and The Licks_2005,253
Shenandoah_The Statler Brothers_1967,78
